id,salary_in_usd
0,97169.85577807549
1,90443.05713465184
2,88927.62134625496
3,235016.95383530884
4,39744.834435173674
5,85090.92103348368
6,47364.21058426216
7,65194.35681575936
8,31249.647167067556
9,20652.35283047647
10,62281.15854970888
11,85581.43211075326
12,91409.91939658322
13,53568.29101930733
14,106978.54965740368
15,107621.58878817536
16,71265.27950161243
17,110772.84265809387
18,54675.8283372959
19,104997.24048025027
20,100043.94499608534
21,60139.2512274396
22,107940.81454377006
23,104711.41242359219
24,55985.93925133166
25,56952.991453917995
26,94663.29186644762
27,102964.77106053523
28,22284.04066572173
29,36939.50671921342
30,20150.38511086044
31,86662.88003863288
32,61044.37744603
33,52576.54307706104
34,56355.80743813438
35,100344.60076265599
36,101113.68990286635
37,57111.647364371354
38,49136.609749651725
39,105127.96359573065
40,112557.14905775992
41,101247.22840548323
42,93278.26527518693
43,27236.591261926766
44,98855.10391319693
45,105127.96359573065
46,19729.032329323134
47,96772.54885458473
48,86662.88003863288
49,216502.10867290397
50,27236.591261926766
51,47189.12494586935
52,93224.78281382578
53,87444.93580837444
54,95106.41523587018
55,98943.3842346132
56,93224.78281382578
57,95106.41523587018
58,30460.77256509716
59,22799.293137601413
60,95106.41523587018
61,29192.92357680122
62,22799.293137601413
63,344575.54636137554
64,97717.88925722092
65,214225.47811586887
66,87444.93580837444
67,22799.293137601413
68,95106.41523587018
69,58781.49345512011
70,22829.759409725197
71,87861.4869805129
72,98542.07282386065
73,55304.41668721502
74,103439.82529485878
75,211941.989168997
76,55304.41668721502
77,98943.3842346132
78,20821.8291204431
79,30208.78913804674
80,94475.77596739214
81,97112.06849720066
82,29838.898633196735
83,38155.00272980052
84,95106.41523587018
85,101839.21238025127
86,101839.21238025127
87,93224.78281382578
88,87444.93580837444
89,23496.973639719286
90,72801.52608922457
91,33069.09337984826
92,103932.14537073381
93,94727.63106085108
94,87444.93580837444
95,38155.00272980052
96,103695.72313204852
97,70209.96722929919
98,69197.63808885553
99,100889.45908592116
100,22799.293137601413
101,30460.77256509716
102,95106.41523587018
103,214225.47811586887
104,93224.78281382578
105,69197.63808885553
106,95106.41523587018
